rank,time_range,track_id,track_name,artist_ids,artist_names,album_id,album_name,duration_ms,popularity,explicit,extracted_at
15,medium_term,2pC3bWbbDBGkn1l6Zpytvc,popstar,0uj6QiPsPfK8ywLC7uwBE1,OsamaSon,1sl7QnYBjvTfYofuhh1KDw,popstar,100420,55,True,2025-07-13T01:19:43.572250
16,medium_term,52ASM4YffCSH3h1m4bQb1e,Room 156,0uj6QiPsPfK8ywLC7uwBE1,OsamaSon,5Vb4K4Xf4KPFupmhHi5COM,Jump Out,113642,57,True,2025-07-13T01:19:43.572255
17,medium_term,2ydagYqcyFfRtQPzKc5E8l,I SEEEEEE YOU BABY BOI,699OTQXzgjhIYAHMy9RyPD,Playboi Carti,0fSfkmx0tdPqFYkJuNX74a,MUSIC,158896,69,True,2025-07-13T01:19:43.572261
18,medium_term,79mFFAOYcG8ZF6AN1JecAL,FINE SHIT,699OTQXzgjhIYAHMy9RyPD,Playboi Carti,0fSfkmx0tdPqFYkJuNX74a,MUSIC,106753,73,True,2025-07-13T01:19:43.572266
19,medium_term,7bO7a1KrtmGNDIOy2u3siZ,FOMDJ,699OTQXzgjhIYAHMy9RyPD,Playboi Carti,7sFZGbkCitoqQz7Rt3LoKg,MUSIC - SORRY 4 DA WAIT,200253,74,True,2025-07-13T01:19:43.572270
20,medium_term,4c1LjGTCF8kMEikirzFgkm,toxic,3gBZUcNeVumkeeJ19CY2sX,Ken Carson,58iEeJbYd6OBGRM0TiwltL,A Great Chaos (Deluxe),165353,61,True,2025-07-13T01:19:43.572276
21,medium_term,1WmBVbFmLt0w6zPP37TeCG,Illegal,78rUTD7y6Cy67W1RVzYs7t,PinkPantheress,3o81FH5FTYVtoBQOZr3T7y,Fancy That,149666,88,False,2025-07-13T01:19:43.572281
22,medium_term,5Qya13gFXqupr4sSmZMKDg,WALK,699OTQXzgjhIYAHMy9RyPD,Playboi Carti,0fSfkmx0tdPqFYkJuNX74a,MUSIC,94411,65,True,2025-07-13T01:19:43.572287
23,medium_term,3loZeLVTG8DjJLjMbnge2t,double whammy (ss3bby yaridubz),2oM7LMPFu882oC6jSwEqjd,xaviersobased,0Oo0LauukZP2mXWR1n4exK,double whammy (ss3bby yaridubz),121357,59,True,2025-07-13T01:19:43.572298
24,medium_term,0rNgWFQJtfttOYIHfDOHCg,BACKD00R (feat. Kendrick Lamar & Jhené Aiko),"699OTQXzgjhIYAHMy9RyPD,2YZyLoL8N0Wb9xBt1NhZWg,5ZS223C6JyBfXasXxrRqOk","Playboi Carti,Kendrick Lamar,Jhené Aiko",0fSfkmx0tdPqFYkJuNX74a,MUSIC,190053,74,True,2025-07-13T01:19:43.572311
25,medium_term,3uJ1OBbQVLmrzzCaWGYLxr,Dismantled,3gBZUcNeVumkeeJ19CY2sX,Ken Carson,1TiWFnZwyZ152viq7v9C31,More Chaos,144421,59,True,2025-07-13T01:19:43.572325
26,medium_term,7cHhlnawdN87aZbjO6LMRN,SOUTH ATLANTA BABY,699OTQXzgjhIYAHMy9RyPD,Playboi Carti,0fSfkmx0tdPqFYkJuNX74a,MUSIC,133259,66,True,2025-07-13T01:19:43.572332
27,medium_term,1bAv1DWUibxCIjAk9SlzRi,2024,699OTQXzgjhIYAHMy9RyPD,Playboi Carti,7sFZGbkCitoqQz7Rt3LoKg,MUSIC - SORRY 4 DA WAIT,209413,73,True,2025-07-13T01:19:43.572340
28,medium_term,5wotbFovMedDXEMKC4DrHf,Nightcore,3gBZUcNeVumkeeJ19CY2sX,Ken Carson,0HS8aknH0JQdMIiBVhyOCW,A Great Chaos,187048,58,True,2025-07-13T01:19:43.572349
29,medium_term,1COq4M4wLZ2H9op9BzpxbG,Evolution,3gBZUcNeVumkeeJ19CY2sX,Ken Carson,1TiWFnZwyZ152viq7v9C31,More Chaos,193704,60,True,2025-07-13T01:19:43.572471
30,medium_term,6kFVxkQeyPZEdxdRZ0XVfR,Grandson,7GuUYiGZOzQwq4L6gAfy1T,SahBabii,3LALBNNkDv4cEwnUuciMkS,Saaheem (A Lu Bit More),164571,38,True,2025-07-13T01:19:43.572496
31,medium_term,2zhOFpI6w9Dyt3d5wpFWSE,Fool,0uj6QiPsPfK8ywLC7uwBE1,OsamaSon,5Vb4K4Xf4KPFupmhHi5COM,Jump Out,125562,57,True,2025-07-13T01:19:43.572507
32,medium_term,0BLVfQR8oP4uBPJT5pSe0X,Jumpout,0uj6QiPsPfK8ywLC7uwBE1,OsamaSon,5Vb4K4Xf4KPFupmhHi5COM,Jump Out,102019,48,True,2025-07-13T01:19:43.572515
33,medium_term,6yyJWnLSvqhFLYqd4YXlaA,She Need A Ride,0uj6QiPsPfK8ywLC7uwBE1,OsamaSon,5Vb4K4Xf4KPFupmhHi5COM,Jump Out,104800,52,True,2025-07-13T01:19:43.572540
34,medium_term,2Tif3Rjua8qfTCUFP6lFrV,Lord Of Chaos,3gBZUcNeVumkeeJ19CY2sX,Ken Carson,1TiWFnZwyZ152viq7v9C31,More Chaos,121957,66,True,2025-07-13T01:19:43.572550
35,medium_term,5116BQqgzOZ24Dx0ZKkagU,delusional,3gBZUcNeVumkeeJ19CY2sX,Ken Carson,2LHNo0LDY2AszQvSuAMXWy,delusional,131274,65,True,2025-07-13T01:19:43.572555
36,medium_term,6xZYGIixR3zhhOHwu7UEMY,mewtwo,3gBZUcNeVumkeeJ19CY2sX,Ken Carson,58iEeJbYd6OBGRM0TiwltL,A Great Chaos (Deluxe),128000,68,True,2025-07-13T01:19:43.572560
37,medium_term,03KMREYSdftKwDBKoqTe3z,Round Of Applause,0uj6QiPsPfK8ywLC7uwBE1,OsamaSon,5Vb4K4Xf4KPFupmhHi5COM,Jump Out,117615,50,True,2025-07-13T01:19:43.572565
38,medium_term,1M0UHcttHe60N8fe72V7jD,I Got The Fye,0uj6QiPsPfK8ywLC7uwBE1,OsamaSon,5Vb4K4Xf4KPFupmhHi5COM,Jump Out,151898,54,True,2025-07-13T01:19:43.572570
39,medium_term,2Btwp0WpJKP8WZMbNdHNQO,Catch me if u can,5hv30sKujjm0PyqD2j4v9n,Lil O,48E9w9HqDD1hRuR9X3fixv,Leaks Tape (Vol. 2),96624,39,True,2025-07-13T01:19:43.572576
40,medium_term,6fODBIJuXEZxrZkcX4BpOJ,1of1,1EM110Ljwqga6grZH2Dym3,Hardrock,1uDRSDtUULUbusMjtRrwKi,1of1,124000,54,True,2025-07-13T01:19:43.572581
41,medium_term,0bVeK0Qfg6EIGUXC5PPUMc,Stick,7DBte61KxmRj3urB9gQars,trpdd,0mSkeMLBvt2ttbzUGlbiRC,Stick,167581,38,True,2025-07-13T01:19:43.572586
42,medium_term,240K86W7ysqLlNG9NS7cvQ,Lookbook,3gBZUcNeVumkeeJ19CY2sX,Ken Carson,4Pangd3z0ZrONFpx3zMrFK,XTENDED,150318,58,True,2025-07-13T01:19:43.572592
43,medium_term,3surY3LebvLLdJezmiKUBO,TWIN TRIM (with Lil Uzi Vert),"699OTQXzgjhIYAHMy9RyPD,4O15NlyKLIASxsJ0PrXPfz","Playboi Carti,Lil Uzi Vert",0fSfkmx0tdPqFYkJuNX74a,MUSIC,94825,69,True,2025-07-13T01:19:43.572601
44,medium_term,6hXYfad8bQCIrjBrOSfyOV,5.6,5hv30sKujjm0PyqD2j4v9n,Lil O,48E9w9HqDD1hRuR9X3fixv,Leaks Tape (Vol. 2),119253,41,True,2025-07-13T01:19:43.572607
45,medium_term,4jpDSTxE9Z890BiWh5KpIy,my bad bro,4M5b70A8aORXdyJVjRJ8du,Fimiguerrero,4v5Qe0knp4UtrNsB3PMfWm,my bad bro,74789,59,True,2025-07-13T01:19:43.572611
46,medium_term,6xRWoYwfwIKnT8bQGzKbxR,God Is,5K4W6rqBFWDnAN6FQUkS6x,Kanye West,0FgZKfoU2Br5sHOfvZKTI9,JESUS IS KING,203141,79,False,2025-07-13T01:19:43.572616
47,medium_term,0Vige5jUDF3YDLMuvdbjAo,All Star,0uj6QiPsPfK8ywLC7uwBE1,OsamaSon,075lV4wdtLwFvIvCUdSYhL,Flex Musix,121690,58,True,2025-07-13T01:19:43.572621
48,medium_term,0oyPwdglM96uacIdupYg4y,patchmade,"2oM7LMPFu882oC6jSwEqjd,7smgPUuittF6aqiiGNK3U0","xaviersobased,kashpaint",1Jzgh15qCiGPlTbtvxHkFw,install,112848,53,True,2025-07-13T01:19:43.572639
49,medium_term,7aYGCP34Xo6XujY7Ix1DxB,Girl Like Me,78rUTD7y6Cy67W1RVzYs7t,PinkPantheress,3o81FH5FTYVtoBQOZr3T7y,Fancy That,145520,74,False,2025-07-13T01:19:43.572645
50,medium_term,1PUwCOtQUOZrjAp8ljxGhE,Delinquent (feat. Homixide Gang),"3gBZUcNeVumkeeJ19CY2sX,2ojqsY1ycYzZOpLDBBwHPU","Ken Carson,Homixide Gang",191PJkW2uvXGUJPyl9KcdF,X,165411,58,True,2025-07-13T01:19:43.572650
